session,max(max(cepstrum)),max(mean(cepstrum)),max(var(cepstrum)),mean(max(cepstrum)),mean(mean(cepstrum)),mean(var(cepstrum)),var(max(cepstrum)),var(mean(cepstrum)),var(var(cepstrum))
Angry_216,9.01617506188,0.00110261408565,0.00654020992344,5.64063394901,0.00076036194808,0.00403250013015,2.72037074647,6.03895767086e-08,1.53256888263e-06
Angry_217,7.5300109403,0.00101696590588,0.00548837597697,5.54823288298,0.000593239173466,0.00382795648803,0.851806470193,4.4547858151e-08,5.64924951038e-07
Angry_218,9.10125282772,0.00115372846273,0.00683968170693,5.58099039765,0.000739411682502,0.00410340679327,4.24036624421,5.04843988418e-08,2.23001142851e-06
Angry_219,9.46828958791,0.00114335768093,0.00741355576011,7.20640513046,0.000763169432194,0.00518856268333,1.07459624195,7.08758095209e-08,7.97109521158e-07
Angry_22,6.51376973223,0.000625373547874,0.00425209241289,3.76242694117,0.000371225369105,0.00257299771658,0.697932371402,4.56425279214e-08,4.54982601879e-07
Angry_220,9.34868807999,0.00124321039779,0.00757394147229,7.33558127494,0.000978448944636,0.00533192575182,0.889942460422,2.52386755053e-08,7.78324962497e-07
Angry_221,9.76205287912,0.00122560052053,0.00759157015113,7.19521884876,0.0008678090322,0.00521810367016,1.5774479953,4.53973711761e-08,1.20527022324e-06
Angry_222,8.93278353429,0.00106843899187,0.00650063531371,5.88800438425,0.000631355761924,0.00425535551321,1.59338388415,6.24261569039e-08,1.04225357393e-06
Angry_223,8.34022114139,0.00115828993972,0.00638329056853,7.00019612248,0.000853165131552,0.00509556905613,0.554201978088,3.83944346146e-08,4.83573645035e-07
Angry_224,9.5145222523,0.00123401875127,0.00667607286502,6.87925416261,0.000877801251821,0.00482503093395,1.24827088713,5.60661549132e-08,7.37047871005e-07
Angry_225,9.72933186369,0.0011716830747,0.0079836375248,6.13562806444,0.000731404909721,0.00457138369414,5.60600802271,8.21638382597e-08,3.43699887844e-06
Angry_226,10.9382041364,0.000948754354587,0.00913194346504,8.57030085336,0.000639237718815,0.00638655869914,1.63889851134,3.66179944664e-08,1.9834758481e-06
Angry_227,10.0716018281,0.000948033203501,0.00791745963189,7.76245541532,0.000644074725338,0.00561801477648,1.69919549213,4.08858936098e-08,1.72430760513e-06
Angry_228,10.4129620212,0.000998922206747,0.00860764863544,7.97243185638,0.000704539102048,0.00595660089533,3.04714236102,3.05637697582e-08,2.75313171274e-06
Angry_229,9.87649858094,0.000960888313466,0.00799313517434,7.62931161484,0.000666268536827,0.00553986026126,2.81851366905,4.57544995826e-08,2.77629063799e-06
Angry_23,5.47067514354,0.000748194722329,0.00372766593474,3.64167171302,0.000511775618076,0.00237593582172,0.738685248325,2.39165142403e-08,4.58053195954e-07
Angry_230,10.7809913927,0.00100056531112,0.00872818863079,7.98162461389,0.0006217713448,0.0059147998383,2.40514362206,6.69823241893e-08,2.17727153069e-06
Angry_231,9.87870894331,0.00100928181104,0.00760492777269,7.53562093667,0.000667867972169,0.00547967937158,1.81560493986,5.08951128918e-08,1.13686931606e-06
Angry_24,5.41448499192,0.000791572495765,0.00381359863937,3.46683140367,0.000441801393727,0.00234841404845,0.607017657838,4.28601615763e-08,5.28545816507e-07
Angry_25,4.76075946778,0.000702611281962,0.0035857029728,3.5421959779,0.000420793944428,0.0024846224667,0.32180585284,4.62527054166e-08,3.53119405834e-07
Angry_26,5.29511449176,0.000715790428326,0.00380116703233,3.744371743,0.000342565482887,0.00259101925585,0.552158773908,3.97591888056e-08,3.9108296049e-07
Angry_27,5.41787499173,0.000693238032082,0.00391961562292,3.81326643502,0.000366611245013,0.00271626556262,0.516952685398,5.75220685731e-08,4.05547057636e-07
Angry_28,6.12367856278,0.000696431644721,0.00431662072263,3.83139570071,0.000470258662342,0.00263180180473,0.68122073982,2.43370988989e-08,4.86378901985e-07
Angry_29,5.84082253289,0.000712194214919,0.00420653187091,3.79423580608,0.000478189498564,0.00259357152675,0.802108972041,2.91461621097e-08,6.27991725975e-07
Angry_3,7.01393215325,0.000828031782754,0.00492896311022,4.1251954313,0.00049205431246,0.00273673080923,1.19996298219,5.76926809317e-08,6.48594642995e-07
Angry_30,6.41738996335,0.000651572948276,0.00412033378595,4.15940392426,0.000375531968036,0.00292591844183,0.653515118388,5.34683656125e-08,3.90207652522e-07
Angry_31,6.04058459682,0.000648798179544,0.00406516435172,3.89234055693,0.000319441378111,0.00270773702489,0.434730563798,5.09003816012e-08,2.77651352329e-07
Angry_32,4.97647212811,0.000705957106262,0.00316956985968,3.52872215511,0.000436089510819,0.0023791562989,0.252906044826,2.48651461166e-08,1.8153549771e-07
Angry_33,5.04573430779,0.000743337215594,0.00331620517853,3.43177245915,0.000401123800967,0.00230818043443,0.247637652275,2.82595396858e-08,1.85845251473e-07
Angry_34,4.88041231398,0.000675567584835,0.00362248026415,3.58177016876,0.000390198887251,0.00244197832224,0.402848859189,4.45479833561e-08,3.44993625031e-07
Angry_35,5.24627497224,0.000733278197507,0.00397642252456,3.44289888037,0.000435526993883,0.00226203752983,0.439123116701,4.6157303092e-08,3.16160410396e-07
Angry_36,5.24572173296,0.000729595737681,0.00381478496211,3.82165305659,0.000313579424041,0.00274146614387,0.485295932601,4.57552113471e-08,3.45988745042e-07
Angry_37,5.2739743501,0.000762768153825,0.00390263137415,3.61328525823,0.000451951655151,0.00250816611281,0.406797887151,3.23475922428e-08,2.83724887119e-07
Angry_38,4.68399044085,0.000698652241543,0.00330251910549,3.56126296742,0.000411768770317,0.00246123353686,0.242057357528,2.560764461e-08,1.95376193894e-07
Angry_39,4.84633640262,0.00066430419262,0.00361870397867,3.70294273502,0.000381171437226,0.00255848442159,0.279738566285,3.92751320177e-08,2.42201645841e-07
Angry_4,7.38122100287,0.00088787492115,0.00561086220247,4.84807265169,0.000553974620291,0.00330863578793,0.789350085624,4.28682327464e-08,4.60432454385e-07
Angry_40,5.55875117036,0.000669321874453,0.00397997824794,3.84664829911,0.000330191622549,0.00274188290622,0.452771788392,4.51241544407e-08,3.20119907282e-07
Angry_41,5.71050400912,0.000743304014384,0.00405053808916,3.68380656182,0.00043452536122,0.00257917653301,0.602195194483,3.76826000196e-08,3.9607651379e-07
Angry_42,6.24873346803,0.000768062686783,0.00412124194939,3.88488864882,0.000428833455581,0.00271265582744,0.555551694563,4.69359586081e-08,3.48292189322e-07
